 Charge Transfer (eV)  Eigenvalues Row0 (eV)  Eigenvalues Row1 (eV)  Eigenvalues Row2 (eV)  Eigenvalues Row3 (eV)  Eigenvalues Row4 (eV)  Eigenvalues Row5 (eV)  Eigenvalues Row6 (eV)  Eigenvalues Row7 (eV)  Eigenvalues Row8 (eV)  Eigenvalues Row9 (eV)  Eigenvalues Row10 (eV)  Eigenvalues Row11 (eV)  Eigenvalues Row12 (eV)  Eigenvalues Row13 (eV)  Eigenvalues Row14 (eV)  Eigenvalues Row15 (eV)  Eigenvalues Row16 (eV)  Eigenvalues Row17 (eV)  Eigenvalues Row18 (eV)  Eigenvalues Row19 (eV)  Eigenvalues Row20 (eV)  Eigenvalues Row21 (eV)  Eigenvalues Row22 (eV)  Eigenvalues Row23 (eV)  Eigenvalues Row24 (eV)  Eigenvalues Row25 (eV)  Eigenvalues Row26 (eV)  Eigenvalues Row27 (eV)  Eigenvalues Row28 (eV)  Eigenvalues Row29 (eV)  Eigenvalues Row30 (eV)  Eigenvalues Row31 (eV)  Eigenvalues Row32 (eV)  Eigenvalues Row33 (eV)  Eigenvalues Row34 (eV)  Eigenvalues Row35 (eV)  Eigenvalues Row36 (eV)  Eigenvalues Row37 (eV)  Eigenvalues Row38 (eV)  Eigenvalues Row39 (eV)  Eigenvalues Row40 (eV)  Eigenvalues Row41 (eV)  Eigenvalues Row42 (eV)  Eigenvalues Row43 (eV)  Eigenvalues Row44 (eV)  Eigenvalues Row45 (eV)  Eigenvalues Row46 (eV)  Eigenvalues Row47 (eV)  Eigenvalues Row48 (eV)  Eigenvalues Row49 (eV)  Eigenvalues Row50 (eV)  Eigenvalues Row51 (eV)  Eigenvalues Row52 (eV)  Eigenvalues Row53 (eV)  Eigenvalues Row54 (eV)  Eigenvalues Row55 (eV)  Eigenvalues Row56 (eV)  Eigenvalues Row57 (eV)  Eigenvalues Row58 (eV)  Eigenvalues Row59 (eV)  Eigenvalues Row60 (eV)  Eigenvalues Row61 (eV)  Eigenvalues Row62 (eV)  Eigenvalues Row63 (eV)  Eigenvalues Row64 (eV)  Eigenvalues Row65 (eV)  Eigenvalues Row66 (eV)  Eigenvalues Row67 (eV)  Eigenvalues Row68 (eV)  Eigenvalues Row69 (eV)  Eigenvalues Row70 (eV)  Eigenvalues Row71 (eV)  Eigenvalues Row72 (eV)  Eigenvalues Row73 (eV)  Eigenvalues Row74 (eV)  Eigenvalues Row75 (eV)  Eigenvalues Row76 (eV)  Eigenvalues Row77 (eV)  Eigenvalues Row78 (eV)  Eigenvalues Row79 (eV)  Eigenvalues Row80 (eV)  Eigenvalues Row81 (eV)  Eigenvalues Row82 (eV)  Eigenvalues Row83 (eV)  Eigenvalues Row84 (eV)  Eigenvalues Row85 (eV)  Eigenvalues Row86 (eV)  Eigenvalues Row87 (eV)  Eigenvalues Row88 (eV)  Eigenvalues Row89 (eV)  Eigenvalues Row90 (eV)  Eigenvalues Row91 (eV)  Eigenvalues Row92 (eV)  Eigenvalues Row93 (eV)  Eigenvalues Row94 (eV)  Eigenvalues Row95 (eV)  Eigenvalues Row96 (eV)  Eigenvalues Row97 (eV)  Eigenvalues Row98 (eV)  Eigenvalues Row99 (eV)  Eigenvalues Row100 (eV)  Eigenvalues Row101 (eV)  Eigenvalues Row102 (eV)  Eigenvalues Row103 (eV)  Eigenvalues Row104 (eV)  Eigenvalues Row105 (eV)  Eigenvalues Row106 (eV)  Eigenvalues Row107 (eV)  Eigenvalues Row108 (eV)  Eigenvalues Row109 (eV)  Eigenvalues Row110 (eV)  Eigenvalues Row111 (eV)  Eigenvalues Row112 (eV)  Eigenvalues Row113 (eV)  Eigenvalues Row114 (eV)  Eigenvalues Row115 (eV)  Eigenvalues Row116 (eV)  Eigenvalues Row117 (eV)  Eigenvalues Row118 (eV)  Eigenvalues Row119 (eV)  Eigenvalues Row120 (eV)  Eigenvalues Row121 (eV)  Eigenvalues Row122 (eV)  Eigenvalues Row123 (eV)  Eigenvalues Row124 (eV)  Eigenvalues Row125 (eV)  Eigenvalues Row126 (eV)  Eigenvalues Row127 (eV)  Eigenvalues Row128 (eV)  Eigenvalues Row129 (eV)  Eigenvalues Row130 (eV)  Eigenvalues Row131 (eV)  Eigenvalues Row132 (eV)  Eigenvalues Row133 (eV)  Eigenvalues Row134 (eV)  Eigenvalues Row135 (eV)  Eigenvalues Row136 (eV)  Eigenvalues Row137 (eV)  Eigenvalues Row138 (eV)  Eigenvalues Row139 (eV)  Eigenvalues Row140 (eV)  Eigenvalues Row141 (eV)  Eigenvalues Row142 (eV)  Eigenvalues Row143 (eV)  Eigenvalues Row144 (eV)  Eigenvalues Row145 (eV)  Eigenvalues Row146 (eV)  Eigenvalues Row147 (eV)  Eigenvalues Row148 (eV)  Eigenvalues Row149 (eV)  Eigenvalues Row150 (eV)  Eigenvalues Row151 (eV)  Eigenvalues Row152 (eV)  Eigenvalues Row153 (eV)  Eigenvalues Row154 (eV)  Eigenvalues Row155 (eV)  Eigenvalues Row156 (eV)  Eigenvalues Row157 (eV)  Eigenvalues Row158 (eV)  Eigenvalues Row159 (eV)  Eigenvalues Row160 (eV)  Eigenvalues Row161 (eV)  Eigenvalues Row162 (eV)  Eigenvalues Row163 (eV)  Eigenvalues Row164 (eV)  Eigenvalues Row165 (eV)  Eigenvalues Row166 (eV)  Eigenvalues Row167 (eV)  Eigenvalues Row168 (eV)  Eigenvalues Row169 (eV)  Eigenvalues Row170 (eV)  Eigenvalues Row171 (eV)  Eigenvalues Row172 (eV)  Eigenvalues Row173 (eV)  Eigenvalues Row174 (eV)  Eigenvalues Row175 (eV)  Eigenvalues Row176 (eV)  Eigenvalues Row177 (eV)  Eigenvalues Row178 (eV)  Eigenvalues Row179 (eV)  Eigenvalues Row180 (eV)  Eigenvalues Row181 (eV)  Eigenvalues Row182 (eV)  Eigenvalues Row183 (eV)  Eigenvalues Row184 (eV)  Eigenvalues Row185 (eV)  Eigenvalues Row186 (eV)  Eigenvalues Row187 (eV)  Eigenvalues Row188 (eV)  Eigenvalues Row189 (eV)
             0.278788                    0.0           7.105427e-15           4.263256e-14               0.750684               0.750684               1.035846               1.035846               1.035846               1.109935               1.142883                1.142883                1.142883                1.142883                1.142883                1.142883                1.573158                1.573158                1.573158                1.749936                1.749936                1.749936                1.749936                1.749936                1.749936                1.920782                1.980198                1.980198                2.103606                2.291638                2.291638                2.616565                2.616565                2.616565                2.837418                2.837418                2.837418                2.837418                2.837418                2.837418                3.367527                3.367527                3.367527                3.367527                3.367527                3.367527                3.367527                3.367527                3.367527                3.367527                3.531241                3.531241                3.726987                3.726987                3.755018                4.356040                4.568097                4.568097                4.568097                4.615825                4.615825                4.615825                4.615825                4.615825                4.615825                4.679894                4.679894                4.679894                4.696668                4.703350                4.703350                4.711485                4.754277                4.754277                4.754277                4.766290                4.766290                4.766290                4.766290                4.766290                4.766290                4.793761                4.793761                5.546276                5.546276                5.546276                5.611950                5.611950                5.611950                5.611950                5.611950                5.611950                5.657527                5.657527                5.657527                5.657527                5.657527                5.657527                5.657527                5.657527                5.657527                 5.657527                 5.786776                 5.786776                 5.786776                 5.786776                 5.786776                 5.786776                 5.805124                 5.805124                 5.957527                 5.957527                 5.957527                 6.000420                 6.000420                 6.054707                 6.054707                 6.054707                 6.215640                 6.215640                 6.215640                 6.215640                 6.215640                 6.215640                 6.549881                 6.607279                 6.607279                 6.777015                 6.777015                 6.777015                 6.822363                 6.953506                 6.953506                 6.953506                 6.953506                 6.953506                 6.953506                 6.989174                 7.124762                 7.124762                 7.342567                 7.342567                 7.535771                 7.535771                 7.616652                 9.379540                 9.553872                 9.553872                 9.553872                 9.650605                 9.650605                10.758882                11.105457                11.105457                11.105457                11.110275                11.110275                11.110275                11.110275                11.110275                11.110275                11.127084                11.127084                11.127084                11.134271                11.137876                11.137876                11.138211                11.138211                11.138211                11.138211                11.138211                11.138211                11.144527                11.160020                11.160020                12.690387                12.690387                12.690387                12.698361                12.698361                12.703305                12.703305                12.703305                12.703305                12.703305                12.703305                12.711337                12.712271                12.712271                12.761032
             0.290404                    0.0           6.217249e-15           4.529710e-14               0.753170               0.753170               1.034493               1.034493               1.034493               1.113628               1.141625                1.141625                1.141625                1.141625                1.141625                1.141625                1.572530                1.572530                1.572530                1.749525                1.749525                1.749525                1.749525                1.749525                1.749525                1.922208                1.981761                1.981761                2.105782                2.293731                2.293731                2.615269                2.615269                2.615269                2.836135                2.836135                2.836135                2.836135                2.836135                2.836135                3.372287                3.372287                3.372287                3.372287                3.372287                3.372287                3.372287                3.372287                3.372287                3.372287                3.531317                3.531317                3.727300                3.727300                3.755558                4.358721                4.571798                4.571798                4.571798                4.619796                4.619796                4.619796                4.619796                4.619796                4.619796                4.684373                4.684373                4.684373                4.701272                4.708009                4.708009                4.716210                4.755146                4.755146                4.755146                4.770944                4.770944                4.770944                4.770944                4.770944                4.770944                4.798620                4.798620                5.548411                5.548411                5.548411                5.613788                5.613788                5.613788                5.613788                5.613788                5.613788                5.662287                5.662287                5.662287                5.662287                5.662287                5.662287                5.662287                5.662287                5.662287                 5.662287                 5.791345                 5.791345                 5.791345                 5.791345                 5.791345                 5.791345                 5.809722                 5.809722                 5.962287                 5.962287                 5.962287                 6.000046                 6.000046                 6.056332                 6.056332                 6.056332                 6.217078                 6.217078                 6.217078                 6.217078                 6.217078                 6.217078                 6.548927                 6.606335                 6.606335                 6.776386                 6.776386                 6.776386                 6.822070                 6.952913                 6.952913                 6.952913                 6.952913                 6.952913                 6.952913                 6.987148                 7.122766                 7.122766                 7.341089                 7.341089                 7.534269                 7.534269                 7.615044                 9.389149                 9.567283                 9.567283                 9.567283                 9.662975                 9.662975                10.756969                11.120015                11.120015                11.120015                11.124803                11.124803                11.124803                11.124803                11.124803                11.124803                11.141434                11.141434                11.141434                11.148545                11.152120                11.152120                11.152508                11.152508                11.152508                11.152508                11.152508                11.152508                11.158693                11.174096                11.174096                12.705808                12.705808                12.705808                12.713710                12.713710                12.718677                12.718677                12.718677                12.718677                12.718677                12.718677                12.726587                12.727561                12.727561                12.775604
             0.302020                    0.0           1.865175e-14           3.375078e-14               0.755659               0.755659               1.033141               1.033141               1.033141               1.117327               1.140368                1.140368                1.140368                1.140368                1.140368                1.140368                1.571894                1.571894                1.571894                1.749108                1.749108                1.749108                1.749108                1.749108                1.749108                1.923636                1.983327                1.983327                2.107963                2.295829                2.295829                2.613985                2.613985                2.613985                2.834862                2.834862                2.834862                2.834862                2.834862                2.834862                3.377066                3.377066                3.377066                3.377066                3.377066                3.377066                3.377066                3.377066                3.377066                3.377066                3.531393                3.531393                3.727613                3.727613                3.756097                4.361410                4.575511                4.575511                4.575511                4.623779                4.623779                4.623779                4.623779                4.623779                4.623779                4.688865                4.688865                4.688865                4.705890                4.712682                4.712682                4.720949                4.756039                4.756039                4.756039                4.775613                4.775613                4.775613                4.775613                4.775613                4.775613                4.803495                4.803495                5.550582                5.550582                5.550582                5.615663                5.615663                5.615663                5.615663                5.615663                5.615663                5.667066                5.667066                5.667066                5.667066                5.667066                5.667066                5.667066                5.667066                5.667066                 5.667066                 5.795933                 5.795933                 5.795933                 5.795933                 5.795933                 5.795933                 5.814334                 5.814334                 5.967066                 5.967066                 5.967066                 5.999687                 5.999687                 6.057984                 6.057984                 6.057984                 6.218541                 6.218541                 6.218541                 6.218541                 6.218541                 6.218541                 6.548003                 6.605422                 6.605422                 6.775795                 6.775795                 6.775795                 6.821784                 6.952356                 6.952356                 6.952356                 6.952356                 6.952356                 6.952356                 6.985147                 7.120795                 7.120795                 7.339643                 7.339643                 7.532798                 7.532798                 7.613467                 9.398749                 9.580727                 9.580727                 9.580727                 9.675392                 9.675392                10.755123                11.134598                11.134598                11.134598                11.139357                11.139357                11.139357                11.139357                11.139357                11.139357                11.155812                11.155812                11.155812                11.162850                11.166393                11.166393                11.166835                11.166835                11.166835                11.166835                11.166835                11.166835                11.172890                11.188205                11.188205                12.721250                12.721250                12.721250                12.729082                12.729082                12.734071                12.734071                12.734071                12.734071                12.734071                12.734071                12.741861                12.742874                12.742874                12.790216
             0.313636                    0.0           9.769963e-15           3.197442e-14               0.758151               0.758151               1.031790               1.031790               1.031790               1.121031               1.139111                1.139111                1.139111                1.139111                1.139111                1.139111                1.571252                1.571252                1.571252                1.748685                1.748685                1.748685                1.748685                1.748685                1.748685                1.925067                1.984895                1.984895                2.110150                2.297931                2.297931                2.612716                2.612716                2.612716                2.833602                2.833602                2.833602                2.833602                2.833602                2.833602                3.381865                3.381865                3.381865                3.381865                3.381865                3.381865                3.381865                3.381865                3.381865                3.381865                3.531468                3.531468                3.727926                3.727926                3.756635                4.364106                4.579237                4.579237                4.579237                4.627774                4.627774                4.627774                4.627774                4.627774                4.627774                4.693370                4.693370                4.693370                4.710522                4.717370                4.717370                4.725703                4.756958                4.756958                4.756958                4.780297                4.780297                4.780297                4.780297                4.780297                4.780297                4.808386                4.808386                5.552791                5.552791                5.552791                5.617574                5.617574                5.617574                5.617574                5.617574                5.617574                5.671865                5.671865                5.671865                5.671865                5.671865                5.671865                5.671865                5.671865                5.671865                 5.671865                 5.800539                 5.800539                 5.800539                 5.800539                 5.800539                 5.800539                 5.818959                 5.818959                 5.971865                 5.971865                 5.971865                 5.999346                 5.999346                 6.059661                 6.059661                 6.059661                 6.220029                 6.220029                 6.220029                 6.220029                 6.220029                 6.220029                 6.547109                 6.604539                 6.604539                 6.775241                 6.775241                 6.775241                 6.821504                 6.951837                 6.951837                 6.951837                 6.951837                 6.951837                 6.951837                 6.983171                 7.118848                 7.118848                 7.338229                 7.338229                 7.531361                 7.531361                 7.611922                 9.408338                 9.594204                 9.594204                 9.594204                 9.687855                 9.687855                10.753346                11.149208                11.149208                11.149208                11.153938                11.153938                11.153938                11.153938                11.153938                11.153938                11.170219                11.170219                11.170219                11.177184                11.180697                11.180697                11.181190                11.181190                11.181190                11.181190                11.181190                11.181190                11.187119                11.202345                11.202345                12.736716                12.736716                12.736716                12.744478                12.744478                12.749489                12.749489                12.749489                12.749489                12.749489                12.749489                12.757160                12.758212                12.758212                12.804868
             0.325253                    0.0           1.243450e-14           3.552714e-14               0.760645               0.760645               1.030440               1.030440               1.030440               1.124741               1.137856                1.137856                1.137856                1.137856                1.137856                1.137856                1.570602                1.570602                1.570602                1.748257                1.748257                1.748257                1.748257                1.748257                1.748257                1.926500                1.986465                1.986465                2.112341                2.300039                2.300039                2.611460                2.611460                2.611460                2.832353                2.832353                2.832353                2.832353                2.832353                2.832353                3.386682                3.386682                3.386682                3.386682                3.386682                3.386682                3.386682                3.386682                3.386682                3.386682                3.531543                3.531543                3.728237                3.728237                3.757173                4.366809                4.582976                4.582976                4.582976                4.631781                4.631781                4.631781                4.631781                4.631781                4.631781                4.697889                4.697889                4.697889                4.715167                4.722072                4.722072                4.730471                4.757900                4.757900                4.757900                4.784996                4.784996                4.784996                4.784996                4.784996                4.784996                4.813293                4.813293                5.555036                5.555036                5.555036                5.619521                5.619521                5.619521                5.619521                5.619521                5.619521                5.676682                5.676682                5.676682                5.676682                5.676682                5.676682                5.676682                5.676682                5.676682                 5.676682                 5.805163                 5.805163                 5.805163                 5.805163                 5.805163                 5.805163                 5.823596                 5.823596                 5.976682                 5.976682                 5.976682                 5.999023                 5.999023                 6.061363                 6.061363                 6.061363                 6.221542                 6.221542                 6.221542                 6.221542                 6.221542                 6.221542                 6.546245                 6.603685                 6.603685                 6.774723                 6.774723                 6.774723                 6.821232                 6.951356                 6.951356                 6.951356                 6.951356                 6.951356                 6.951356                 6.981222                 7.116927                 7.116927                 7.336847                 7.336847                 7.529957                 7.529957                 7.610409                 9.417913                 9.607714                 9.607714                 9.607714                 9.700363                 9.700363                10.751640                11.163845                11.163845                11.163845                11.168546                11.168546                11.168546                11.168546                11.168546                11.168546                11.184655                11.184655                11.184655                11.191547                11.195030                11.195030                11.195576                11.195576                11.195576                11.195576                11.195576                11.195576                11.201378                11.216517                11.216517                12.752204                12.752204                12.752204                12.759898                12.759898                12.764930                12.764930                12.764930                12.764930                12.764930                12.764930                12.772482                12.773573                12.773573                12.819558
             0.336869                    0.0           7.105427e-15           4.440892e-14               0.763143               0.763143               1.029092               1.029092               1.029092               1.128457               1.136601                1.136601                1.136601                1.136601                1.136601                1.136601                1.569946                1.569946                1.569946                1.747823                1.747823                1.747823                1.747823                1.747823                1.747823                1.927936                1.988038                1.988038                2.114538                2.302151                2.302151                2.610217                2.610217                2.610217                2.831116                2.831116                2.831116                2.831116                2.831116                2.831116                3.391519                3.391519                3.391519                3.391519                3.391519                3.391519                3.391519                3.391519                3.391519                3.391519                3.531617                3.531617                3.728548                3.728548                3.757710                4.369519                4.586727                4.586727                4.586727                4.635800                4.635800                4.635800                4.635800                4.635800                4.635800                4.702421                4.702421                4.702421                4.719827                4.726788                4.726788                4.735254                4.758868                4.758868                4.758868                4.789711                4.789711                4.789711                4.789711                4.789711                4.789711                4.818217                4.818217                5.557317                5.557317                5.557317                5.621505                5.621505                5.621505                5.621505                5.621505                5.621505                5.681519                5.681519                5.681519                5.681519                5.681519                5.681519                5.681519                5.681519                5.681519                 5.681519                 5.809804                 5.809804                 5.809804                 5.809804                 5.809804                 5.809804                 5.828246                 5.828246                 5.981519                 5.981519                 5.981519                 5.998719                 5.998719                 6.063091                 6.063091                 6.063091                 6.223080                 6.223080                 6.223080                 6.223080                 6.223080                 6.223080                 6.545411                 6.602861                 6.602861                 6.774243                 6.774243                 6.774243                 6.820967                 6.950913                 6.950913                 6.950913                 6.950913                 6.950913                 6.950913                 6.979298                 7.115030                 7.115030                 7.335496                 7.335496                 7.528585                 7.528585                 7.608928                 9.427473                 9.621256                 9.621256                 9.621256                 9.712917                 9.712917                10.750008                11.178507                11.178507                11.178507                11.183180                11.183180                11.183180                11.183180                11.183180                11.183180                11.199120                11.199120                11.199120                11.205941                11.209393                11.209393                11.209990                11.209990                11.209990                11.209990                11.209990                11.209990                11.215668                11.230721                11.230721                12.767715                12.767715                12.767715                12.775341                12.775341                12.780393                12.780393                12.780393                12.780393                12.780393                12.780393                12.787829                12.788958                12.788958                12.834287
             0.348485                    0.0           4.440892e-15           2.309264e-14               0.765643               0.765643               1.027744               1.027744               1.027744               1.132178               1.135347                1.135347                1.135347                1.135347                1.135347                1.135347                1.569283                1.569283                1.569283                1.747383                1.747383                1.747383                1.747383                1.747383                1.747383                1.929374                1.989613                1.989613                2.116740                2.304268                2.304268                2.608988                2.608988                2.608988                2.829891                2.829891                2.829891                2.829891                2.829891                2.829891                3.396374                3.396374                3.396374                3.396374                3.396374                3.396374                3.396374                3.396374                3.396374                3.396374                3.531691                3.531691                3.728858                3.728858                3.758246                4.372236                4.590490                4.590490                4.590490                4.639832                4.639832                4.639832                4.639832                4.639832                4.639832                4.706967                4.706967                4.706967                4.724501                4.731518                4.731518                4.740052                4.759861                4.759861                4.759861                4.794440                4.794440                4.794440                4.794440                4.794440                4.794440                4.823156                4.823156                5.559635                5.559635                5.559635                5.623525                5.623525                5.623525                5.623525                5.623525                5.623525                5.686374                5.686374                5.686374                5.686374                5.686374                5.686374                5.686374                5.686374                5.686374                 5.686374                 5.814464                 5.814464                 5.814464                 5.814464                 5.814464                 5.814464                 5.832908                 5.832908                 5.986374                 5.986374                 5.986374                 5.998434                 5.998434                 6.064844                 6.064844                 6.064844                 6.224643                 6.224643                 6.224643                 6.224643                 6.224643                 6.224643                 6.544608                 6.602068                 6.602068                 6.773801                 6.773801                 6.773801                 6.820710                 6.950507                 6.950507                 6.950507                 6.950507                 6.950507                 6.950507                 6.977400                 7.113158                 7.113158                 7.334178                 7.334178                 7.527247                 7.527247                 7.607480                 9.437015                 9.634830                 9.634830                 9.634830                 9.725516                 9.725516                10.748452                11.193196                11.193196                11.193196                11.197840                11.197840                11.197840                11.197840                11.197840                11.197840                11.213612                11.213612                11.213612                11.220363                11.223786                11.223786                11.224433                11.224433                11.224433                11.224433                11.224433                11.224433                11.229989                11.244957                11.244957                12.783248                12.783248                12.783248                12.790807                12.790807                12.795880                12.795880                12.795880                12.795880                12.795880                12.795880                12.803199                12.804366                12.804366                12.849055
             0.360101                    0.0           7.105427e-15           4.263256e-14               0.768146               0.768146               1.026398               1.026398               1.026398               1.134093               1.134093                1.134093                1.134093                1.134093                1.134093                1.135905                1.568613                1.568613                1.568613                1.746938                1.746938                1.746938                1.746938                1.746938                1.746938                1.930815                1.991190                1.991190                2.118947                2.306390                2.306390                2.607773                2.607773                2.607773                2.828677                2.828677                2.828677                2.828677                2.828677                2.828677                3.401249                3.401249                3.401249                3.401249                3.401249                3.401249                3.401249                3.401249                3.401249                3.401249                3.531765                3.531765                3.729168                3.729168                3.758782                4.374960                4.594266                4.594266                4.594266                4.643875                4.643875                4.643875                4.643875                4.643875                4.643875                4.711525                4.711525                4.711525                4.729189                4.736262                4.736262                4.744864                4.760878                4.760878                4.760878                4.799185                4.799185                4.799185                4.799185                4.799185                4.799185                4.828111                4.828111                5.561990                5.561990                5.561990                5.625580                5.625580                5.625580                5.625580                5.625580                5.625580                5.691249                5.691249                5.691249                5.691249                5.691249                5.691249                5.691249                5.691249                5.691249                 5.691249                 5.819142                 5.819142                 5.819142                 5.819142                 5.819142                 5.819142                 5.837581                 5.837581                 5.991249                 5.991249                 5.991249                 5.998169                 5.998169                 6.066622                 6.066622                 6.066622                 6.226230                 6.226230                 6.226230                 6.226230                 6.226230                 6.226230                 6.543835                 6.601304                 6.601304                 6.773396                 6.773396                 6.773396                 6.820461                 6.950140                 6.950140                 6.950140                 6.950140                 6.950140                 6.950140                 6.975529                 7.111311                 7.111311                 7.332892                 7.332892                 7.525942                 7.525942                 7.606064                 9.446537                 9.648437                 9.648437                 9.648437                 9.738160                 9.738160                10.746973                11.207910                11.207910                11.207910                11.212526                11.212526                11.212526                11.212526                11.212526                11.212526                11.228134                11.228134                11.228134                11.234815                11.238209                11.238209                11.238905                11.238905                11.238905                11.238905                11.238905                11.238905                11.244341                11.259224                11.259224                12.798804                12.798804                12.798804                12.806296                12.806296                12.811389                12.811389                12.811389                12.811389                12.811389                12.811389                12.818594                12.819799                12.819799                12.863859
             0.371717                    0.0           6.217249e-15           3.463896e-14               0.770651               0.770651               1.025053               1.025053               1.025053               1.132840               1.132840                1.132840                1.132840                1.132840                1.132840                1.139638                1.567937                1.567937                1.567937                1.746486                1.746486                1.746486                1.746486                1.746486                1.746486                1.932258                1.992769                1.992769                2.121159                2.308516                2.308516                2.606571                2.606571                2.606571                2.827476                2.827476                2.827476                2.827476                2.827476                2.827476                3.406143                3.406143                3.406143                3.406143                3.406143                3.406143                3.406143                3.406143                3.406143                3.406143                3.531837                3.531837                3.729476                3.729476                3.759316                4.377692                4.598055                4.598055                4.598055                4.647931                4.647931                4.647931                4.647931                4.647931                4.647931                4.716097                4.716097                4.716097                4.733890                4.741021                4.741021                4.749691                4.761921                4.761921                4.761921                4.803944                4.803944                4.803944                4.803944                4.803944                4.803944                4.833082                4.833082                5.564381                5.564381                5.564381                5.627672                5.627672                5.627672                5.627672                5.627672                5.627672                5.696143                5.696143                5.696143                5.696143                5.696143                5.696143                5.696143                5.696143                5.696143                 5.696143                 5.823838                 5.823838                 5.823838                 5.823838                 5.823838                 5.823838                 5.842264                 5.842264                 5.996143                 5.996143                 5.996143                 5.997926                 5.997926                 6.068426                 6.068426                 6.068426                 6.227843                 6.227843                 6.227843                 6.227843                 6.227843                 6.227843                 6.543093                 6.600570                 6.600570                 6.773028                 6.773028                 6.773028                 6.820221                 6.949810                 6.949810                 6.949810                 6.949810                 6.949810                 6.949810                 6.973683                 7.109490                 7.109490                 7.331639                 7.331639                 7.524670                 7.524670                 7.604680                 9.456036                 9.662076                 9.662076                 9.662076                 9.750848                 9.750848                10.745576                11.222651                11.222651                11.222651                11.227239                11.227239                11.227239                11.227239                11.227239                11.227239                11.242683                11.242683                11.242683                11.249296                11.252660                11.252660                11.253405                11.253405                11.253405                11.253405                11.253405                11.253405                11.258723                11.273522                11.273522                12.814382                12.814382                12.814382                12.821808                12.821808                12.826920                12.826920                12.826920                12.826920                12.826920                12.826920                12.834012                12.835254                12.835254                12.878701
             0.383333                    0.0           1.243450e-14           4.352074e-14               0.773160               0.773160               1.023708               1.023708               1.023708               1.131589               1.131589                1.131589                1.131589                1.131589                1.131589                1.143376                1.567253                1.567253                1.567253                1.746029                1.746029                1.746029                1.746029                1.746029                1.746029                1.933703                1.994350                1.994350                2.123375                2.310648                2.310648                2.605382                2.605382                2.605382                2.826286                2.826286                2.826286                2.826286                2.826286                2.826286                3.411056                3.411056                3.411056                3.411056                3.411056                3.411056                3.411056                3.411056                3.411056                3.411056                3.531910                3.531910                3.729784                3.729784                3.759850                4.380430                4.601857                4.601857                4.601857                4.651998                4.651998                4.651998                4.651998                4.651998                4.651998                4.720682                4.720682                4.720682                4.738605                4.745794                4.745794                4.754533                4.762988                4.762988                4.762988                4.808719                4.808719                4.808719                4.808719                4.808719                4.808719                4.838069                4.838069                5.566809                5.566809                5.566809                5.629800                5.629800                5.629800                5.629800                5.629800                5.629800                5.701056                5.701056                5.701056                5.701056                5.701056                5.701056                5.701056                5.701056                5.701056                 5.701056                 5.828552                 5.828552                 5.828552                 5.828552                 5.828552                 5.828552                 5.846957                 5.846957                 5.997705                 5.997705                 6.001056                 6.001056                 6.001056                 6.070254                 6.070254                 6.070254                 6.229480                 6.229480                 6.229480                 6.229480                 6.229480                 6.229480                 6.542381                 6.599867                 6.599867                 6.772698                 6.772698                 6.772698                 6.819991                 6.949519                 6.949519                 6.949519                 6.949519                 6.949519                 6.949519                 6.971865                 7.107694                 7.107694                 7.330417                 7.330417                 7.523431                 7.523431                 7.603328                 9.465510                 9.675747                 9.675747                 9.675747                 9.763581                 9.763581                10.744261                11.237418                11.237418                11.237418                11.241978                11.241978                11.241978                11.241978                11.241978                11.241978                11.257261                11.257261                11.257261                11.263807                11.267142                11.267142                11.267935                11.267935                11.267935                11.267935                11.267935                11.267935                11.273135                11.287852                11.287852                12.829982                12.829982                12.829982                12.837344                12.837344                12.842475                12.842475                12.842475                12.842475                12.842475                12.842475                12.849454                12.850734                12.850734                12.893580
