 Charge Transfer (eV)  Eigenvalues Row0 (eV)  Eigenvalues Row1 (eV)  Eigenvalues Row2 (eV)  Eigenvalues Row3 (eV)  Eigenvalues Row4 (eV)  Eigenvalues Row5 (eV)  Eigenvalues Row6 (eV)  Eigenvalues Row7 (eV)  Eigenvalues Row8 (eV)  Eigenvalues Row9 (eV)  Eigenvalues Row10 (eV)  Eigenvalues Row11 (eV)  Eigenvalues Row12 (eV)  Eigenvalues Row13 (eV)  Eigenvalues Row14 (eV)  Eigenvalues Row15 (eV)  Eigenvalues Row16 (eV)  Eigenvalues Row17 (eV)  Eigenvalues Row18 (eV)  Eigenvalues Row19 (eV)  Eigenvalues Row20 (eV)  Eigenvalues Row21 (eV)  Eigenvalues Row22 (eV)  Eigenvalues Row23 (eV)  Eigenvalues Row24 (eV)  Eigenvalues Row25 (eV)  Eigenvalues Row26 (eV)  Eigenvalues Row27 (eV)  Eigenvalues Row28 (eV)  Eigenvalues Row29 (eV)  Eigenvalues Row30 (eV)  Eigenvalues Row31 (eV)  Eigenvalues Row32 (eV)  Eigenvalues Row33 (eV)  Eigenvalues Row34 (eV)  Eigenvalues Row35 (eV)  Eigenvalues Row36 (eV)  Eigenvalues Row37 (eV)  Eigenvalues Row38 (eV)  Eigenvalues Row39 (eV)  Eigenvalues Row40 (eV)  Eigenvalues Row41 (eV)  Eigenvalues Row42 (eV)  Eigenvalues Row43 (eV)  Eigenvalues Row44 (eV)  Eigenvalues Row45 (eV)  Eigenvalues Row46 (eV)  Eigenvalues Row47 (eV)  Eigenvalues Row48 (eV)  Eigenvalues Row49 (eV)  Eigenvalues Row50 (eV)  Eigenvalues Row51 (eV)  Eigenvalues Row52 (eV)  Eigenvalues Row53 (eV)  Eigenvalues Row54 (eV)  Eigenvalues Row55 (eV)  Eigenvalues Row56 (eV)  Eigenvalues Row57 (eV)  Eigenvalues Row58 (eV)  Eigenvalues Row59 (eV)  Eigenvalues Row60 (eV)  Eigenvalues Row61 (eV)  Eigenvalues Row62 (eV)  Eigenvalues Row63 (eV)  Eigenvalues Row64 (eV)  Eigenvalues Row65 (eV)  Eigenvalues Row66 (eV)  Eigenvalues Row67 (eV)  Eigenvalues Row68 (eV)  Eigenvalues Row69 (eV)  Eigenvalues Row70 (eV)  Eigenvalues Row71 (eV)  Eigenvalues Row72 (eV)  Eigenvalues Row73 (eV)  Eigenvalues Row74 (eV)  Eigenvalues Row75 (eV)  Eigenvalues Row76 (eV)  Eigenvalues Row77 (eV)  Eigenvalues Row78 (eV)  Eigenvalues Row79 (eV)  Eigenvalues Row80 (eV)  Eigenvalues Row81 (eV)  Eigenvalues Row82 (eV)  Eigenvalues Row83 (eV)  Eigenvalues Row84 (eV)  Eigenvalues Row85 (eV)  Eigenvalues Row86 (eV)  Eigenvalues Row87 (eV)  Eigenvalues Row88 (eV)  Eigenvalues Row89 (eV)  Eigenvalues Row90 (eV)  Eigenvalues Row91 (eV)  Eigenvalues Row92 (eV)  Eigenvalues Row93 (eV)  Eigenvalues Row94 (eV)  Eigenvalues Row95 (eV)  Eigenvalues Row96 (eV)  Eigenvalues Row97 (eV)  Eigenvalues Row98 (eV)  Eigenvalues Row99 (eV)  Eigenvalues Row100 (eV)  Eigenvalues Row101 (eV)  Eigenvalues Row102 (eV)  Eigenvalues Row103 (eV)  Eigenvalues Row104 (eV)  Eigenvalues Row105 (eV)  Eigenvalues Row106 (eV)  Eigenvalues Row107 (eV)  Eigenvalues Row108 (eV)  Eigenvalues Row109 (eV)  Eigenvalues Row110 (eV)  Eigenvalues Row111 (eV)  Eigenvalues Row112 (eV)  Eigenvalues Row113 (eV)  Eigenvalues Row114 (eV)  Eigenvalues Row115 (eV)  Eigenvalues Row116 (eV)  Eigenvalues Row117 (eV)  Eigenvalues Row118 (eV)  Eigenvalues Row119 (eV)  Eigenvalues Row120 (eV)  Eigenvalues Row121 (eV)  Eigenvalues Row122 (eV)  Eigenvalues Row123 (eV)  Eigenvalues Row124 (eV)  Eigenvalues Row125 (eV)  Eigenvalues Row126 (eV)  Eigenvalues Row127 (eV)  Eigenvalues Row128 (eV)  Eigenvalues Row129 (eV)  Eigenvalues Row130 (eV)  Eigenvalues Row131 (eV)  Eigenvalues Row132 (eV)  Eigenvalues Row133 (eV)  Eigenvalues Row134 (eV)  Eigenvalues Row135 (eV)  Eigenvalues Row136 (eV)  Eigenvalues Row137 (eV)  Eigenvalues Row138 (eV)  Eigenvalues Row139 (eV)  Eigenvalues Row140 (eV)  Eigenvalues Row141 (eV)  Eigenvalues Row142 (eV)  Eigenvalues Row143 (eV)  Eigenvalues Row144 (eV)  Eigenvalues Row145 (eV)  Eigenvalues Row146 (eV)  Eigenvalues Row147 (eV)  Eigenvalues Row148 (eV)  Eigenvalues Row149 (eV)  Eigenvalues Row150 (eV)  Eigenvalues Row151 (eV)  Eigenvalues Row152 (eV)  Eigenvalues Row153 (eV)  Eigenvalues Row154 (eV)  Eigenvalues Row155 (eV)  Eigenvalues Row156 (eV)  Eigenvalues Row157 (eV)  Eigenvalues Row158 (eV)  Eigenvalues Row159 (eV)  Eigenvalues Row160 (eV)  Eigenvalues Row161 (eV)  Eigenvalues Row162 (eV)  Eigenvalues Row163 (eV)  Eigenvalues Row164 (eV)  Eigenvalues Row165 (eV)  Eigenvalues Row166 (eV)  Eigenvalues Row167 (eV)  Eigenvalues Row168 (eV)  Eigenvalues Row169 (eV)  Eigenvalues Row170 (eV)  Eigenvalues Row171 (eV)  Eigenvalues Row172 (eV)  Eigenvalues Row173 (eV)  Eigenvalues Row174 (eV)  Eigenvalues Row175 (eV)  Eigenvalues Row176 (eV)  Eigenvalues Row177 (eV)  Eigenvalues Row178 (eV)  Eigenvalues Row179 (eV)  Eigenvalues Row180 (eV)  Eigenvalues Row181 (eV)  Eigenvalues Row182 (eV)  Eigenvalues Row183 (eV)  Eigenvalues Row184 (eV)  Eigenvalues Row185 (eV)  Eigenvalues Row186 (eV)  Eigenvalues Row187 (eV)  Eigenvalues Row188 (eV)  Eigenvalues Row189 (eV)
             0.313636                    0.0           1.465494e-14               0.000487               0.842154               0.842154               0.945194               0.960893               0.960893               1.032704               1.032704                1.069831                1.069831                1.091131                1.095786                1.256082                1.514904                1.514904                1.516472                1.665550                1.675019                1.705130                1.705130                1.737207                1.737207                1.947316                2.011861                2.011861                2.156983                2.337289                2.337289                2.507511                2.507511                2.512614                2.715820                2.721097                2.721780                2.721780                2.730262                2.730262                3.159931                3.163207                3.163502                3.163502                3.164744                3.165311                3.165311                3.166817                3.166817                3.167001                3.388795                3.388795                3.573299                3.573299                3.595410                3.994149                3.994564                3.994564                3.996743                3.996743                4.002885                4.002885                4.004045                4.010939                4.019156                4.020797                4.020797                4.022006                4.022082                4.025377                4.025377                4.057346                4.086782                4.086782                4.088034                4.088210                4.088210                4.092763                4.092763                4.143779                4.263485                4.263485                4.263935                4.654161                4.662092                4.662092                4.670991                4.670991                4.683987                4.710575                4.710575                4.724465                4.724465                4.747295                4.752185                4.752185                4.758787                4.776585                4.782521                4.782521                4.797900                 4.800436                 4.816403                 4.823699                 4.823699                 4.829310                 4.880112                 4.880112                 4.896114                 4.896114                 5.030520                 5.030520                 5.031831                 5.033074                 5.044706                 5.044706                 5.224487                 5.230102                 5.237997                 5.237997                 5.262047                 5.262047                 5.410887                 5.410887                 5.605074                 5.644165                 5.644165                 5.789922                 5.789922                 5.809368                 5.944451                 5.944451                 5.960453                 5.960453                 5.978797                 5.985432                 6.048139                 6.151176                 6.184960                 6.184960                 6.311402                 6.311402                 6.425828                 6.425828                 6.492440                 9.089595                 9.415982                 9.415983                 9.415983                 9.459734                 9.459734                 9.986043                10.312361                10.312367                10.312367                10.313789                10.313789                10.314658                10.314658                10.315661                10.315683                10.320238                10.320857                10.320857                10.324170                10.324563                10.324563                10.326423                10.326949                10.326949                10.327367                10.327367                10.328318                10.328449                10.335710                10.335710                11.227971                11.228467                11.228467                11.230822                11.230822                11.234546                11.234580                11.235216                11.235216                11.236644                11.236644                11.237564                11.238681                11.238681                11.259762
             0.325253                    0.0           1.421085e-14               0.000489               0.844118               0.844118               0.943953               0.960223               0.960223               1.031644               1.031644                1.068874                1.068874                1.090038                1.094658                1.260039                1.514112                1.514112                1.515836                1.664873                1.674492                1.704718                1.704718                1.736973                1.736973                1.949237                2.013952                2.013952                2.159945                2.340149                2.340149                2.507447                2.507447                2.512586                2.715913                2.721163                2.721646                2.721646                2.730040                2.730040                3.165813                3.169079                3.169376                3.169376                3.170607                3.171164                3.171164                3.172680                3.172680                3.172858                3.390326                3.390326                3.575177                3.575177                3.597627                4.000143                4.000506                4.000506                4.002764                4.002764                4.008945                4.008945                4.010107                4.016625                4.025280                4.026863                4.026863                4.028191                4.028241                4.031499                4.031499                4.063011                4.092913                4.092913                4.094259                4.094423                4.094423                4.098918                4.098918                4.148835                4.265850                4.265850                4.266282                4.658788                4.667813                4.667813                4.674043                4.674043                4.688095                4.716300                4.716300                4.729904                4.729904                4.752274                4.754940                4.754940                4.764221                4.782220                4.785330                4.785330                4.803387                 4.805843                 4.819284                 4.828977                 4.828977                 4.832556                 4.885719                 4.885719                 4.901720                 4.901720                 5.036303                 5.036303                 5.036541                 5.037707                 5.048254                 5.048254                 5.228161                 5.233726                 5.240972                 5.240972                 5.265381                 5.265381                 5.411676                 5.411676                 5.604818                 5.644049                 5.644049                 5.789324                 5.789324                 5.808772                 5.943862                 5.943862                 5.959799                 5.959799                 5.978091                 5.984698                 6.047248                 6.149449                 6.183513                 6.183513                 6.309921                 6.309921                 6.424176                 6.424176                 6.490868                 9.097782                 9.431539                 9.431540                 9.431540                 9.474822                 9.474822                 9.988813                10.328732                10.328737                10.328737                10.330148                10.330148                10.331013                10.331013                10.332011                10.332035                10.336524                10.337145                10.337145                10.340418                10.340817                10.340817                10.342668                10.343209                10.343209                10.343617                10.343617                10.344527                10.344672                10.351874                10.351874                11.244996                11.245494                11.245494                11.247825                11.247825                11.251548                11.251581                11.252214                11.252214                11.253638                11.253638                11.254504                11.255651                11.255651                11.276333
             0.336869                    0.0           1.332268e-14               0.000492               0.846040               0.846040               0.942713               0.959583               0.959583               1.030588               1.030588                1.067926                1.067926                1.088942                1.093530                1.263993                1.513311                1.513311                1.515200                1.664186                1.673960                1.704297                1.704297                1.736729                1.736729                1.951158                2.016042                2.016042                2.162911                2.343013                2.343013                2.507395                2.507395                2.512570                2.716016                2.721241                2.721522                2.721522                2.729830                2.729830                3.171714                3.174970                3.175269                3.175269                3.176490                3.177036                3.177036                3.178564                3.178564                3.178735                3.391850                3.391850                3.577049                3.577049                3.599837                4.006152                4.006461                4.006461                4.008800                4.008800                4.015022                4.015022                4.016180                4.022322                4.031422                4.032944                4.032944                4.034393                4.034416                4.037638                4.037638                4.068684                4.099060                4.099060                4.100502                4.100654                4.100654                4.105091                4.105091                4.153920                4.268251                4.268251                4.268665                4.663275                4.673465                4.673465                4.677164                4.677164                4.692381                4.722029                4.722029                4.735409                4.735409                4.757215                4.757731                4.757731                4.769623                4.787891                4.788155                4.788155                4.808894                 4.811230                 4.822290                 4.834305                 4.834305                 4.835896                 4.891348                 4.891348                 4.907351                 4.907351                 5.040040                 5.042053                 5.042053                 5.043604                 5.051885                 5.051885                 5.231865                 5.237381                 5.243961                 5.243961                 5.268749                 5.268749                 5.412508                 5.412508                 5.604601                 5.643972                 5.643972                 5.788765                 5.788765                 5.808215                 5.943313                 5.943313                 5.959187                 5.959187                 5.977425                 5.984004                 6.046385                 6.147754                 6.182104                 6.182104                 6.308474                 6.308474                 6.422561                 6.422561                 6.489334                 9.105796                 9.447124                 9.447125                 9.447125                 9.489945                 9.489945                 9.991793                10.345127                10.345132                10.345132                10.346530                10.346530                10.347391                10.347391                10.348385                10.348412                10.352835                10.353458                10.353458                10.356693                10.357097                10.357097                10.358937                10.359493                10.359493                10.359892                10.359892                10.360766                10.360922                10.368065                10.368065                11.262042                11.262542                11.262542                11.264850                11.264850                11.268573                11.268603                11.269234                11.269234                11.270654                11.270654                11.271466                11.272643                11.272643                11.292940
             0.348485                    0.0           1.332268e-14               0.000494               0.847918               0.847918               0.941474               0.958974               0.958974               1.029537               1.029537                1.066987                1.066987                1.087843                1.092402                1.267942                1.512500                1.512500                1.514563                1.663491                1.673422                1.703868                1.703868                1.736476                1.736476                1.953079                2.018132                2.018132                2.165881                2.345879                2.345879                2.507355                2.507355                2.512567                2.716131                2.721330                2.721408                2.721408                2.729633                2.729633                3.177634                3.180881                3.181181                3.181181                3.182393                3.182929                3.182929                3.184467                3.184467                3.184632                3.393368                3.393368                3.578914                3.578914                3.602040                4.012176                4.012429                4.012429                4.014853                4.014853                4.021114                4.021114                4.022261                4.028031                4.037579                4.039041                4.039041                4.040609                4.040614                4.043795                4.043795                4.074363                4.105222                4.105222                4.106763                4.106903                4.106903                4.111283                4.111283                4.159034                4.270690                4.270690                4.271086                4.667621                4.678686                4.678686                4.680721                4.680721                4.696850                4.727761                4.727761                4.740974                4.740974                4.760562                4.760562                4.762115                4.774984                4.791004                4.791004                4.793597                4.814420                 4.816570                 4.825457                 4.839331                 4.839679                 4.839679                 4.897001                 4.897001                 4.913006                 4.913006                 5.043568                 5.047729                 5.047729                 5.049520                 5.055638                 5.055638                 5.235600                 5.241065                 5.246964                 5.246964                 5.272151                 5.272151                 5.413386                 5.413386                 5.604423                 5.643933                 5.643933                 5.788247                 5.788247                 5.807698                 5.942806                 5.942806                 5.958615                 5.958615                 5.976800                 5.983350                 6.045549                 6.146091                 6.180731                 6.180731                 6.307061                 6.307061                 6.420982                 6.420982                 6.487838                 9.113633                 9.462737                 9.462738                 9.462738                 9.505102                 9.505102                 9.994989                10.361547                10.361551                10.361551                10.362937                10.362937                10.363794                10.363794                10.364783                10.364812                10.369171                10.369796                10.369796                10.372993                10.373402                10.373402                10.375232                10.375803                10.375803                10.376193                10.376193                10.377033                10.377197                10.384283                10.384283                11.279110                11.279611                11.279611                11.281897                11.281897                11.285618                11.285647                11.286276                11.286276                11.287691                11.287691                11.288450                11.289657                11.289657                11.309581
             0.360101                    0.0           2.353673e-14               0.000497               0.849750               0.849750               0.940235               0.958399               0.958399               1.028491               1.028491                1.066060                1.066060                1.086743                1.091275                1.271886                1.511681                1.511681                1.513928                1.662787                1.672879                1.703430                1.703430                1.736214                1.736214                1.955000                2.020221                2.020221                2.168854                2.348748                2.348748                2.507329                2.507329                2.512575                2.716256                2.721305                2.721305                2.721431                2.729448                2.729448                3.183575                3.186811                3.187114                3.187114                3.188315                3.188840                3.188840                3.190390                3.190390                3.190549                3.394881                3.394881                3.580773                3.580773                3.604236                4.018216                4.018411                4.018411                4.020921                4.020921                4.027223                4.027223                4.028349                4.033753                4.043754                4.045155                4.045155                4.046817                4.046852                4.049969                4.049969                4.080048                4.111399                4.111399                4.113042                4.113172                4.113172                4.117494                4.117494                4.164177                4.273167                4.273167                4.273546                4.671829                4.682489                4.682489                4.685706                4.685706                4.701499                4.733492                4.733492                4.746592                4.746592                4.763433                4.763433                4.766971                4.780298                4.793884                4.793884                4.799337                4.819965                 4.821808                 4.828846                 4.842866                 4.845094                 4.845094                 4.902675                 4.902675                 4.918683                 4.918683                 5.047128                 5.053244                 5.053244                 5.055455                 5.059600                 5.059600                 5.239366                 5.244778                 5.249980                 5.249980                 5.275585                 5.275585                 5.414309                 5.414309                 5.604283                 5.643934                 5.643934                 5.787769                 5.787769                 5.807220                 5.942340                 5.942340                 5.958084                 5.958084                 5.976215                 5.982735                 6.044742                 6.144459                 6.179395                 6.179395                 6.305683                 6.305683                 6.419440                 6.419440                 6.486380                 9.121290                 9.478377                 9.478378                 9.478378                 9.520293                 9.520293                 9.998407                10.377990                10.377994                10.377994                10.379368                10.379368                10.380221                10.380221                10.381206                10.381237                10.385533                10.386159                10.386159                10.389320                10.389732                10.389732                10.391551                10.392139                10.392139                10.392520                10.392520                10.393328                10.393499                10.400527                10.400527                11.296200                11.296702                11.296702                11.298965                11.298965                11.302686                11.302713                11.303339                11.303339                11.304750                11.304750                11.305457                11.306694                11.306694                11.326256
             0.371717                    0.0           2.176037e-14               0.000500               0.851534               0.851534               0.938998               0.957859               0.957859               1.027451               1.027451                1.065143                1.065143                1.085641                1.090148                1.275823                1.510852                1.510852                1.513293                1.662074                1.672330                1.702984                1.702984                1.735943                1.735943                1.956921                2.022309                2.022309                2.171830                2.351620                2.351620                2.507314                2.507314                2.512596                2.716392                2.721211                2.721211                2.721543                2.729276                2.729276                3.189534                3.192761                3.193065                3.193065                3.194257                3.194772                3.194772                3.196332                3.196332                3.196486                3.396387                3.396387                3.582625                3.582625                3.606426                4.024271                4.024407                4.024407                4.027006                4.027006                4.033347                4.033347                4.034440                4.039491                4.049946                4.051284                4.051284                4.053043                4.053108                4.056160                4.056160                4.085740                4.117592                4.117592                4.119340                4.119459                4.119459                4.123723                4.123723                4.169349                4.275682                4.275682                4.276044                4.675906                4.685654                4.685654                4.691341                4.691341                4.706322                4.739219                4.739219                4.752261                4.752261                4.766348                4.766348                4.771780                4.785554                4.796800                4.796800                4.805109                4.825528                 4.826842                 4.832569                 4.846504                 4.850546                 4.850546                 4.908371                 4.908371                 4.924384                 4.924384                 5.050717                 5.058446                 5.058446                 5.061410                 5.063924                 5.063924                 5.243161                 5.248521                 5.253007                 5.253007                 5.279051                 5.279051                 5.415278                 5.415278                 5.604181                 5.643973                 5.643973                 5.787332                 5.787332                 5.806783                 5.941914                 5.941914                 5.957595                 5.957595                 5.975671                 5.982161                 6.043962                 6.142858                 6.178096                 6.178096                 6.304340                 6.304340                 6.417935                 6.417935                 6.484961                 9.128762                 9.494046                 9.494047                 9.494047                 9.535518                 9.535518                10.002049                10.394458                10.394461                10.394461                10.395823                10.395823                10.396673                10.396673                10.397652                10.397686                10.401919                10.402547                10.402547                10.405672                10.406088                10.406088                10.407896                10.408499                10.408499                10.408872                10.408872                10.409652                10.409827                10.416798                10.416798                11.313311                11.313815                11.313815                11.316056                11.316056                11.319775                11.319800                11.320424                11.320424                11.321830                11.321830                11.322486                11.323752                11.323752                11.342965
             0.383333                    0.0           1.287859e-14               0.000502               0.853266               0.853266               0.937761               0.957356               0.957356               1.026416               1.026416                1.064237                1.064237                1.084538                1.089021                1.279752                1.510014                1.510014                1.512661                1.661353                1.671776                1.702529                1.702529                1.735664                1.735664                1.958842                2.024396                2.024396                2.174810                2.354494                2.354494                2.507313                2.507313                2.512628                2.716538                2.721127                2.721127                2.721667                2.729116                2.729116                3.195513                3.198730                3.199037                3.199037                3.200219                3.200723                3.200723                3.202295                3.202295                3.202443                3.397887                3.397887                3.584470                3.584470                3.608608                4.030341                4.030415                4.030415                4.033107                4.033107                4.039487                4.039487                4.040531                4.045247                4.056154                4.057429                4.057429                4.059285                4.059381                4.062369                4.062369                4.091439                4.123799                4.123799                4.125656                4.125764                4.125764                4.129971                4.129971                4.174550                4.278236                4.278236                4.278580                4.679864                4.688720                4.688720                4.697088                4.697088                4.711307                4.744939                4.744939                4.757975                4.757975                4.769307                4.769307                4.776540                4.790742                4.799759                4.799759                4.810914                4.831109                 4.831535                 4.836773                 4.850246                 4.856034                 4.856034                 4.914089                 4.914089                 4.930107                 4.930107                 5.054336                 5.063176                 5.063176                 5.067385                 5.068768                 5.068768                 5.246987                 5.252293                 5.256046                 5.256046                 5.282551                 5.282551                 5.416294                 5.416294                 5.604118                 5.644051                 5.644051                 5.786935                 5.786935                 5.806386                 5.941530                 5.941530                 5.957146                 5.957146                 5.975167                 5.981627                 6.043210                 6.141289                 6.176835                 6.176835                 6.303032                 6.303032                 6.416467                 6.416467                 6.483581                 9.136046                 9.509743                 9.509744                 9.509744                 9.550776                 9.550776                10.005922                10.410949                10.410951                10.410951                10.412302                10.412302                10.413148                10.413148                10.414123                10.414159                10.418331                10.418959                10.418959                10.422050                10.422469                10.422469                10.424266                10.424885                10.424885                10.425249                10.425249                10.426003                10.426181                10.433095                10.433095                11.330443                11.330948                11.330948                11.333167                11.333167                11.336885                11.336909                11.337530                11.337530                11.338932                11.338932                11.339537                11.340831                11.340831                11.359706
             0.394949                    0.0           1.287859e-14               0.000505               0.854944               0.854944               0.936526               0.956891               0.956891               1.025388               1.025388                1.063344                1.063344                1.083434                1.087895                1.283673                1.509168                1.509168                1.512032                1.660623                1.671217                1.702066                1.702066                1.735376                1.735376                1.960762                2.026482                2.026482                2.177792                2.357370                2.357370                2.507323                2.507323                2.512673                2.716696                2.721053                2.721053                2.721802                2.728968                2.728968                3.201512                3.204719                3.205027                3.205027                3.206200                3.206693                3.206693                3.208276                3.208276                3.208420                3.399382                3.399382                3.586308                3.586308                3.610783                4.036427                4.036437                4.036437                4.039223                4.039223                4.045643                4.045643                4.046617                4.051026                4.062379                4.063590                4.063590                4.065543                4.065672                4.068595                4.068595                4.097144                4.130021                4.130021                4.131990                4.132087                4.132087                4.136238                4.136238                4.179780                4.280828                4.280828                4.281156                4.683719                4.691769                4.691769                4.702869                4.702869                4.716441                4.750648                4.750648                4.763732                4.763732                4.772315                4.772315                4.781249                4.795852                4.802767                4.802767                4.816748                4.835849                 4.836708                 4.841507                 4.854095                 4.861554                 4.861554                 4.919828                 4.919828                 4.935852                 4.935852                 5.057986                 5.067465                 5.067465                 5.073379                 5.074101                 5.074101                 5.250843                 5.256093                 5.259096                 5.259096                 5.286082                 5.286082                 5.417357                 5.417357                 5.604093                 5.644168                 5.644168                 5.786579                 5.786579                 5.806028                 5.941188                 5.941188                 5.956739                 5.956739                 5.974704                 5.981133                 6.042487                 6.139751                 6.175611                 6.175611                 6.301759                 6.301759                 6.415037                 6.415037                 6.482239                 9.143138                 9.525467                 9.525468                 9.525468                 9.566068                 9.566068                10.010027                10.427464                10.427465                10.427465                10.428805                10.428805                10.429646                10.429646                10.430618                10.430655                10.434767                10.435397                10.435397                10.438453                10.438874                10.438874                10.440661                10.441295                10.441295                10.441652                10.441652                10.442381                10.442561                10.449418                10.449418                11.347596                11.348103                11.348103                11.350301                11.350301                11.354017                11.354039                11.354658                11.354658                11.356055                11.356055                11.356610                11.357933                11.357933                11.376479
             0.406566                    0.0           1.376677e-14               0.000507               0.856565               0.856565               0.935292               0.956466               0.956466               1.024366               1.024366                1.062464                1.062464                1.082328                1.086770                1.287583                1.508313                1.508313                1.511407                1.659884                1.670653                1.701594                1.701594                1.735078                1.735078                1.962682                2.028567                2.028567                2.180778                2.360248                2.360248                2.507346                2.507346                2.512729                2.716863                2.720988                2.720988                2.721949                2.728833                2.728833                3.207530                3.210727                3.211037                3.211037                3.212201                3.212683                3.212683                3.214278                3.214278                3.214416                3.400869                3.400869                3.588139                3.588139                3.612950                4.042471                4.042471                4.042527                4.045356                4.045356                4.051814                4.051814                4.052692                4.056832                4.068621                4.069766                4.069766                4.071817                4.071981                4.074838                4.074838                4.102856                4.136258                4.136258                4.138342                4.138429                4.138429                4.142523                4.142523                4.185039                4.283460                4.283460                4.283772                4.687485                4.694822                4.694822                4.708662                4.708662                4.721710                4.756339                4.756339                4.769528                4.769528                4.775373                4.775373                4.785904                4.800871                4.805831                4.805831                4.822612                4.839931                 4.842324                 4.846634                 4.858054                 4.867104                 4.867104                 4.925588                 4.925588                 4.941619                 4.941619                 5.061665                 5.071489                 5.071489                 5.079393                 5.079746                 5.079746                 5.254728                 5.259923                 5.262156                 5.262156                 5.289646                 5.289646                 5.418468                 5.418468                 5.604106                 5.644324                 5.644324                 5.786264                 5.786264                 5.805711                 5.940887                 5.940887                 5.956374                 5.956374                 5.974282                 5.980679                 6.041793                 6.138245                 6.174424                 6.174424                 6.300521                 6.300521                 6.413644                 6.413644                 6.480937                 9.150036                 9.541219                 9.541220                 9.541220                 9.581394                 9.581394                10.014370                10.444002                10.444003                10.444003                10.445331                10.445331                10.446169                10.446169                10.447137                10.447176                10.451228                10.451859                10.451859                10.454882                10.455305                10.455305                10.457080                10.457731                10.457731                10.458080                10.458080                10.458786                10.458966                10.465768                10.465768                11.364770                11.365279                11.365279                11.367455                11.367455                11.371170                11.371190                11.371807                11.371807                11.373200                11.373200                11.373706                11.375056                11.375056                11.393284
             0.418182                    0.0           9.769963e-15               0.000510               0.858126               0.858126               0.934058               0.956082               0.956082               1.023350               1.023350                1.061599                1.061599                1.081221                1.085645                1.291483                1.507448                1.507448                1.510786                1.659137                1.670084                1.701113                1.701113                1.734772                1.734772                1.964601                2.030651                2.030651                2.183767                2.363129                2.363129                2.507381                2.507381                2.512798                2.717041                2.720933                2.720933                2.722106                2.728711                2.728711                3.213567                3.216755                3.217067                3.217067                3.218221                3.218691                3.218691                3.220298                3.220298                3.220432                3.402351                3.402351                3.589964                3.589964                3.615111                4.048518                4.048518                4.048642                4.051504                4.051504                4.058001                4.058001                4.058750                4.062673                4.074879                4.075958                4.075958                4.078107                4.078307                4.081099                4.081099                4.108575                4.142509                4.142509                4.144712                4.144790                4.144790                4.148827                4.148827                4.190327                4.286132                4.286132                4.286428                4.691178                4.697886                4.697886                4.714460                4.714460                4.727097                4.762006                4.762006                4.775361                4.775361                4.778488                4.778488                4.790506                4.805791                4.808957                4.808957                4.828505                4.843957                 4.847956                 4.851990                 4.862124                 4.872684                 4.872684                 4.931369                 4.931369                 4.947407                 4.947407                 5.065373                 5.075387                 5.075387                 5.085426                 5.085564                 5.085564                 5.258643                 5.263780                 5.265225                 5.265225                 5.293241                 5.293241                 5.419628                 5.419628                 5.604158                 5.644518                 5.644518                 5.785989                 5.785989                 5.805434                 5.940627                 5.940627                 5.956050                 5.956050                 5.973900                 5.980266                 6.041127                 6.136771                 6.173274                 6.173274                 6.299318                 6.299318                 6.412288                 6.412288                 6.479673                 9.156737                 9.556999                 9.557000                 9.557000                 9.596752                 9.596752                10.018953                10.460564                10.460565                10.460565                10.461881                10.461881                10.462715                10.462715                10.463679                10.463720                10.467714                10.468345                10.468345                10.471336                10.471760                10.471760                10.473524                10.474191                10.474191                10.474532                10.474532                10.475217                10.475397                10.482143                10.482143                11.381966                11.382476                11.382476                11.384631                11.384631                11.388344                11.388363                11.388978                11.388978                11.390366                11.390366                11.390823                11.392201                11.392201                11.410121
