 delta (eV)  Eigenvalues Row 1  Eigenvalues Row 2  Eigenvalues Row 3  Eigenvalues Row 4  Eigenvalues Row 5  Eigenvalues Row 6  Eigenvalues Row 7  Eigenvalues Row 8  Eigenvalues Row 9  Eigenvalues Row 10  Eigenvalues Row 11  Eigenvalues Row 12  Eigenvalues Row 13  Eigenvalues Row 14  Eigenvalues Row 15  Eigenvalues Row 16  Eigenvalues Row 17  Eigenvalues Row 18  Eigenvalues Row 19  Eigenvalues Row 20  Eigenvalues Row 21  Eigenvalues Row 22  Eigenvalues Row 23  Eigenvalues Row 24  Eigenvalues Row 25  Eigenvalues Row 26  Eigenvalues Row 27  Eigenvalues Row 28  Eigenvalues Row 29  Eigenvalues Row 30  Eigenvalues Row 31  Eigenvalues Row 32  Eigenvalues Row 33  Eigenvalues Row 34  Eigenvalues Row 35  Eigenvalues Row 36  Eigenvalues Row 37  Eigenvalues Row 38  Eigenvalues Row 39  Eigenvalues Row 40  Eigenvalues Row 41  Eigenvalues Row 42  Eigenvalues Row 43  Eigenvalues Row 44  Eigenvalues Row 45
  -0.042857                0.0       8.881784e-16       1.776357e-15           1.007143           1.007143           1.007143           1.066371           1.066371           1.066371            1.066371            1.066371            1.066371            1.244662            1.244662            1.619634            1.619634            1.619634            1.711363            1.711363            1.711363            1.711363            1.711363            1.711363            2.115716            2.227028            2.271117            2.271117            2.623013            2.652787            2.652787            2.652787            2.696317            2.696317            2.758972            2.758972            2.758972            2.758972            2.758972            2.758972            3.441481            3.441481            3.558178            3.558178            3.609409            5.592071
  -0.045918                0.0       8.881784e-16       1.332268e-15           1.004082           1.004082           1.004082           1.067161           1.067161           1.067161            1.067161            1.067161            1.067161            1.244658            1.244658            1.615420            1.615420            1.615420            1.714042            1.714042            1.714042            1.714042            1.714042            1.714042            2.115418            2.224482            2.271009            2.271009            2.619951            2.647817            2.647817            2.647817            2.699130            2.699130            2.761626            2.761626            2.761626            2.761626            2.761626            2.761626            3.435904            3.435904            3.561055            3.561055            3.614357            5.593030
  -0.048980                0.0       4.440892e-16       8.881784e-16           1.001020           1.001020           1.001020           1.067901           1.067901           1.067901            1.067901            1.067901            1.067901            1.244653            1.244653            1.611202            1.611202            1.611202            1.716761            1.716761            1.716761            1.716761            1.716761            1.716761            2.115096            2.221940            2.270817            2.270817            2.616890            2.642851            2.642851            2.642851            2.702018            2.702018            2.764289            2.764289            2.764289            2.764289            2.764289            2.764289            3.430317            3.430317            3.563952            3.563952            3.619251            5.594059
  -0.052041                0.0       8.881784e-16       1.332268e-15           0.997959           0.997959           0.997959           1.068593           1.068593           1.068593            1.068593            1.068593            1.068593            1.244648            1.244648            1.606979            1.606979            1.606979            1.719519            1.719519            1.719519            1.719519            1.719519            1.719519            2.114753            2.219404            2.270541            2.270541            2.613829            2.637890            2.637890            2.637890            2.704978            2.704978            2.766961            2.766961            2.766961            2.766961            2.766961            2.766961            3.424725            3.424725            3.566864            3.566864            3.624093            5.595158
  -0.055102                0.0       4.440892e-16       1.332268e-15           0.994898           0.994898           0.994898           1.069237           1.069237           1.069237            1.069237            1.069237            1.069237            1.244643            1.244643            1.602753            1.602753            1.602753            1.722317            1.722317            1.722317            1.722317            1.722317            1.722317            2.114386            2.216874            2.270185            2.270185            2.610768            2.632933            2.632933            2.632933            2.708010            2.708010            2.769641            2.769641            2.769641            2.769641            2.769641            2.769641            3.419130            3.419130            3.569788            3.569788            3.628881            5.596328
  -0.058163                0.0       8.881784e-16       2.220446e-15           0.991837           0.991837           0.991837           1.069833           1.069833           1.069833            1.069833            1.069833            1.069833            1.244637            1.244637            1.598522            1.598522            1.598522            1.725154            1.725154            1.725154            1.725154            1.725154            1.725154            2.113996            2.214351            2.269750            2.269750            2.607706            2.627980            2.627980            2.627980            2.711110            2.711110            2.772331            2.772331            2.772331            2.772331            2.772331            2.772331            3.413534            3.413534            3.572724            3.572724            3.633615            5.597569
  -0.061224                0.0       0.000000e+00       1.776357e-15           0.988776           0.988776           0.988776           1.070381           1.070381           1.070381            1.070381            1.070381            1.070381            1.244631            1.244631            1.594286            1.594286            1.594286            1.728030            1.728030            1.728030            1.728030            1.728030            1.728030            2.113583            2.211835            2.269238            2.269238            2.604645            2.623032            2.623032            2.623032            2.714276            2.714276            2.775030            2.775030            2.775030            2.775030            2.775030            2.775030            3.407940            3.407940            3.575670            3.575670            3.638293            5.598881
  -0.064286                0.0       1.332268e-15       1.776357e-15           0.985714           0.985714           0.985714           1.070881           1.070881           1.070881            1.070881            1.070881            1.070881            1.244625            1.244625            1.590047            1.590047            1.590047            1.730944            1.730944            1.730944            1.730944            1.730944            1.730944            2.113144            2.209326            2.268651            2.268651            2.601584            2.618088            2.618088            2.618088            2.717506            2.717506            2.777738            2.777738            2.777738            2.777738            2.777738            2.777738            3.402349            3.402349            3.578624            3.578624            3.642916            5.600266
  -0.067347                0.0       4.440892e-16       8.881784e-16           0.982653           0.982653           0.982653           1.071335           1.071335           1.071335            1.071335            1.071335            1.071335            1.244619            1.244619            1.585803            1.585803            1.585803            1.733896            1.733896            1.733896            1.733896            1.733896            1.733896            2.112681            2.206827            2.267991            2.267991            2.598523            2.613148            2.613148            2.613148            2.720798            2.720798            2.780454            2.780454            2.780454            2.780454            2.780454            2.780454            3.396763            3.396763            3.581585            3.581585            3.647483            5.601723
  -0.070408                0.0       4.440892e-16       8.881784e-16           0.979592           0.979592           0.979592           1.071743           1.071743           1.071743            1.071743            1.071743            1.071743            1.244612            1.244612            1.581555            1.581555            1.581555            1.736886            1.736886            1.736886            1.736886            1.736886            1.736886            2.112192            2.204338            2.267260            2.267260            2.595461            2.608213            2.608213            2.608213            2.724149            2.724149            2.783179            2.783179            2.783179            2.783179            2.783179            2.783179            3.391183            3.391183            3.584552            3.584552            3.651993            5.603253
  -0.073469                0.0       4.440892e-16       8.881784e-16           0.976531           0.976531           0.976531           1.072105           1.072105           1.072105            1.072105            1.072105            1.072105            1.244604            1.244604            1.577302            1.577302            1.577302            1.739913            1.739913            1.739913            1.739913            1.739913            1.739913            2.111677            2.201858            2.266460            2.266460            2.592400            2.603282            2.603282            2.603282            2.727556            2.727556            2.785912            2.785912            2.785912            2.785912            2.785912            2.785912            3.385611            3.385611            3.587526            3.587526            3.656446            5.604855
  -0.076531                0.0       4.440892e-16       8.881784e-16           0.973469           0.973469           0.973469           1.072421           1.072421           1.072421            1.072421            1.072421            1.072421            1.244597            1.244597            1.573045            1.573045            1.573045            1.742977            1.742977            1.742977            1.742977            1.742977            1.742977            2.111135            2.199391            2.265592            2.265592            2.589339            2.598355            2.598355            2.598355            2.731017            2.731017            2.788655            2.788655            2.788655            2.788655            2.788655            2.788655            3.380046            3.380046            3.590504            3.590504            3.660841            5.606531
  -0.079592                0.0       8.881784e-16       8.881784e-16           0.970408           0.970408           0.970408           1.072693           1.072693           1.072693            1.072693            1.072693            1.072693            1.244589            1.244589            1.568784            1.568784            1.568784            1.746077            1.746077            1.746077            1.746077            1.746077            1.746077            2.110564            2.196936            2.264659            2.264659            2.586278            2.593433            2.593433            2.593433            2.734530            2.734530            2.791406            2.791406            2.791406            2.791406            2.791406            2.791406            3.374491            3.374491            3.593487            3.593487            3.665178            5.608281
  -0.082653                0.0       1.332268e-15       2.664535e-15           0.967347           0.967347           0.967347           1.072920           1.072920           1.072920            1.072920            1.072920            1.072920            1.244581            1.244581            1.564518            1.564518            1.564518            1.749213            1.749213            1.749213            1.749213            1.749213            1.749213            2.109965            2.194495            2.263663            2.263663            2.583217            2.588515            2.588515            2.588515            2.738092            2.738092            2.794165            2.794165            2.794165            2.794165            2.794165            2.794165            3.368946            3.368946            3.596474            3.596474            3.669455            5.610105
  -0.085714                0.0       8.881784e-16       1.776357e-15           0.964286           0.964286           0.964286           1.073103           1.073103           1.073103            1.073103            1.073103            1.073103            1.244572            1.244572            1.560248            1.560248            1.560248            1.752385            1.752385            1.752385            1.752385            1.752385            1.752385            2.109336            2.192068            2.262605            2.262605            2.580155            2.583601            2.583601            2.583601            2.741701            2.741701            2.796933            2.796933            2.796933            2.796933            2.796933            2.796933            3.363413            3.363413            3.599464            3.599464            3.673673            5.612004
  -0.088776                0.0       4.440892e-16       1.332268e-15           0.961224           0.961224           0.961224           1.073242           1.073242           1.073242            1.073242            1.073242            1.073242            1.244563            1.244563            1.555974            1.555974            1.555974            1.755591            1.755591            1.755591            1.755591            1.755591            1.755591            2.108677            2.189658            2.261487            2.261487            2.577094            2.578692            2.578692            2.578692            2.745354            2.745354            2.799709            2.799709            2.799709            2.799709            2.799709            2.799709            3.357892            3.357892            3.602459            3.602459            3.677832            5.613977
  -0.091837                0.0       0.000000e+00       8.881784e-16           0.958163           0.958163           0.958163           1.073339           1.073339           1.073339            1.073339            1.073339            1.073339            1.244554            1.244554            1.551695            1.551695            1.551695            1.758833            1.758833            1.758833            1.758833            1.758833            1.758833            2.107985            2.187264            2.260312            2.260312            2.573787            2.573787            2.573787            2.574033            2.749049            2.749049            2.802494            2.802494            2.802494            2.802494            2.802494            2.802494            3.352385            3.352385            3.605456            3.605456            3.681930            5.616025
  -0.094898                0.0       4.440892e-16       2.220446e-15           0.955102           0.955102           0.955102           1.073393           1.073393           1.073393            1.073393            1.073393            1.073393            1.244545            1.244545            1.547412            1.547412            1.547412            1.762108            1.762108            1.762108            1.762108            1.762108            1.762108            2.107261            2.184889            2.259080            2.259080            2.568886            2.568886            2.568886            2.570972            2.752783            2.752783            2.805287            2.805287            2.805287            2.805287            2.805287            2.805287            3.346892            3.346892            3.608456            3.608456            3.685968            5.618148
  -0.097959                0.0       1.332268e-15       1.776357e-15           0.952041           0.952041           0.952041           1.073405           1.073405           1.073405            1.073405            1.073405            1.073405            1.244535            1.244535            1.543124            1.543124            1.543124            1.765418            1.765418            1.765418            1.765418            1.765418            1.765418            2.106502            2.182534            2.257793            2.257793            2.563990            2.563990            2.563990            2.567910            2.756554            2.756554            2.808088            2.808088            2.808088            2.808088            2.808088            2.808088            3.341414            3.341414            3.611460            3.611460            3.689944            5.620346
  -0.101020                0.0       4.440892e-16       8.881784e-16           0.948980           0.948980           0.948980           1.073375           1.073375           1.073375            1.073375            1.073375            1.073375            1.244525            1.244525            1.538832            1.538832            1.538832            1.768760            1.768760            1.768760            1.768760            1.768760            1.768760            2.105708            2.180200            2.256454            2.256454            2.559099            2.559099            2.559099            2.564849            2.760359            2.760359            2.810897            2.810897            2.810897            2.810897            2.810897            2.810897            3.335953            3.335953            3.614465            3.614465            3.693859            5.622620
  -0.104082                0.0       0.000000e+00       1.332268e-15           0.945918           0.945918           0.945918           1.073305           1.073305           1.073305            1.073305            1.073305            1.073305            1.244514            1.244514            1.534536            1.534536            1.534536            1.772135            1.772135            1.772135            1.772135            1.772135            1.772135            2.104878            2.177889            2.255064            2.255064            2.554211            2.554211            2.554211            2.561788            2.764195            2.764195            2.813715            2.813715            2.813715            2.813715            2.813715            2.813715            3.330510            3.330510            3.617474            3.617474            3.697712            5.624971
  -0.107143                0.0       1.332268e-15       1.776357e-15           0.942857           0.942857           0.942857           1.073194           1.073194           1.073194            1.073194            1.073194            1.073194            1.244503            1.244503            1.530235            1.530235            1.530235            1.775543            1.775543            1.775543            1.775543            1.775543            1.775543            2.104009            2.175602            2.253624            2.253624            2.549329            2.549329            2.549329            2.558727            2.768060            2.768060            2.816541            2.816541            2.816541            2.816541            2.816541            2.816541            3.325085            3.325085            3.620484            3.620484            3.701502            5.627397
  -0.110204                0.0       4.440892e-16       1.332268e-15           0.939796           0.939796           0.939796           1.073043           1.073043           1.073043            1.073043            1.073043            1.073043            1.244492            1.244492            1.525929            1.525929            1.525929            1.778982            1.778982            1.778982            1.778982            1.778982            1.778982            2.103100            2.173341            2.252136            2.252136            2.544450            2.544450            2.544450            2.555666            2.771951            2.771951            2.819375            2.819375            2.819375            2.819375            2.819375            2.819375            3.319680            3.319680            3.623497            3.623497            3.705230            5.629899
  -0.113265                0.0       4.440892e-16       1.332268e-15           0.936735           0.936735           0.936735           1.072853           1.072853           1.072853            1.072853            1.072853            1.072853            1.244480            1.244480            1.521620            1.521620            1.521620            1.782453            1.782453            1.782453            1.782453            1.782453            1.782453            2.102151            2.171108            2.250602            2.250602            2.539576            2.539576            2.539576            2.552604            2.775866            2.775866            2.822216            2.822216            2.822216            2.822216            2.822216            2.822216            3.314296            3.314296            3.626511            3.626511            3.708896            5.632478
  -0.116327                0.0       8.881784e-16       1.776357e-15           0.933673           0.933673           0.933673           1.072624           1.072624           1.072624            1.072624            1.072624            1.072624            1.244468            1.244468            1.517306            1.517306            1.517306            1.785955            1.785955            1.785955            1.785955            1.785955            1.785955            2.101160            2.168903            2.249023            2.249023            2.534707            2.534707            2.534707            2.549543            2.779801            2.779801            2.825066            2.825066            2.825066            2.825066            2.825066            2.825066            3.308935            3.308935            3.629528            3.629528            3.712498            5.635134
  -0.119388                0.0       1.332268e-15       1.332268e-15           0.930612           0.930612           0.930612           1.072356           1.072356           1.072356            1.072356            1.072356            1.072356            1.244456            1.244456            1.512987            1.512987            1.512987            1.789487            1.789487            1.789487            1.789487            1.789487            1.789487            2.100124            2.166729            2.247400            2.247400            2.529842            2.529842            2.529842            2.546482            2.783755            2.783755            2.827924            2.827924            2.827924            2.827924            2.827924            2.827924            3.303598            3.303598            3.632547            3.632547            3.716036            5.637866
  -0.122449                0.0       1.332268e-15       1.776357e-15           0.927551           0.927551           0.927551           1.072051           1.072051           1.072051            1.072051            1.072051            1.072051            1.244443            1.244443            1.508664            1.508664            1.508664            1.793049            1.793049            1.793049            1.793049            1.793049            1.793049            2.099043            2.164587            2.245735            2.245735            2.524981            2.524981            2.524981            2.543421            2.787724            2.787724            2.830790            2.830790            2.830790            2.830790            2.830790            2.830790            3.298286            3.298286            3.635567            3.635567            3.719511            5.640675
  -0.125510                0.0       4.440892e-16       1.332268e-15           0.924490           0.924490           0.924490           1.071708           1.071708           1.071708            1.071708            1.071708            1.071708            1.244430            1.244430            1.504336            1.504336            1.504336            1.796640            1.796640            1.796640            1.796640            1.796640            1.796640            2.097916            2.162478            2.244030            2.244030            2.520125            2.520125            2.520125            2.540359            2.791706            2.791706            2.833664            2.833664            2.833664            2.833664            2.833664            2.833664            3.293001            3.293001            3.638589            3.638589            3.722922            5.643561
  -0.128571                0.0       0.000000e+00       4.440892e-16           0.921429           0.921429           0.921429           1.071329           1.071329           1.071329            1.071329            1.071329            1.071329            1.244417            1.244417            1.500004            1.500004            1.500004            1.800260            1.800260            1.800260            1.800260            1.800260            1.800260            2.096740            2.160405            2.242285            2.242285            2.515273            2.515273            2.515273            2.537298            2.795697            2.795697            2.836546            2.836546            2.836546            2.836546            2.836546            2.836546            3.287745            3.287745            3.641612            3.641612            3.726269            5.646524
  -0.131633                0.0       0.000000e+00       8.881784e-16           0.918367           0.918367           0.918367           1.070913           1.070913           1.070913            1.070913            1.070913            1.070913            1.244403            1.244403            1.495668            1.495668            1.495668            1.803909            1.803909            1.803909            1.803909            1.803909            1.803909            2.095516            2.158369            2.240501            2.240501            2.510426            2.510426            2.510426            2.534237            2.799695            2.799695            2.839435            2.839435            2.839435            2.839435            2.839435            2.839435            3.282519            3.282519            3.644638            3.644638            3.729551            5.649564
  -0.134694                0.0       4.440892e-16       8.881784e-16           0.915306           0.915306           0.915306           1.070462           1.070462           1.070462            1.070462            1.070462            1.070462            1.244389            1.244389            1.491327            1.491327            1.491327            1.807585            1.807585            1.807585            1.807585            1.807585            1.807585            2.094240            2.156370            2.238681            2.238681            2.505584            2.505584            2.505584            2.531176            2.803696            2.803696            2.842333            2.842333            2.842333            2.842333            2.842333            2.842333            3.277325            3.277325            3.647664            3.647664            3.732769            5.652682
  -0.137755                0.0       4.440892e-16       4.440892e-16           0.912245           0.912245           0.912245           1.069975           1.069975           1.069975            1.069975            1.069975            1.069975            1.244374            1.244374            1.486981            1.486981            1.486981            1.811289            1.811289            1.811289            1.811289            1.811289            1.811289            2.092913            2.154411            2.236825            2.236825            2.500745            2.500745            2.500745            2.528115            2.807698            2.807698            2.845238            2.845238            2.845238            2.845238            2.845238            2.845238            3.272166            3.272166            3.650693            3.650693            3.735923            5.655876
  -0.140816                0.0       4.440892e-16       4.440892e-16           0.909184           0.909184           0.909184           1.069454           1.069454           1.069454            1.069454            1.069454            1.069454            1.244360            1.244360            1.482631            1.482631            1.482631            1.815020            1.815020            1.815020            1.815020            1.815020            1.815020            2.091533            2.152492            2.234934            2.234934            2.495912            2.495912            2.495912            2.525053            2.811696            2.811696            2.848150            2.848150            2.848150            2.848150            2.848150            2.848150            3.267044            3.267044            3.653722            3.653722            3.739011            5.659148
  -0.143878                0.0       1.332268e-15       3.108624e-15           0.906122           0.906122           0.906122           1.068899           1.068899           1.068899            1.068899            1.068899            1.068899            1.244344            1.244344            1.478277            1.478277            1.478277            1.818778            1.818778            1.818778            1.818778            1.818778            1.818778            2.090100            2.150614            2.233010            2.233010            2.491083            2.491083            2.491083            2.521992            2.815688            2.815688            2.851071            2.851071            2.851071            2.851071            2.851071            2.851071            3.261961            3.261961            3.656753            3.656753            3.742035            5.662496
  -0.146939                0.0       1.332268e-15       1.776357e-15           0.903061           0.903061           0.903061           1.068309           1.068309           1.068309            1.068309            1.068309            1.068309            1.244329            1.244329            1.473917            1.473917            1.473917            1.822561            1.822561            1.822561            1.822561            1.822561            1.822561            2.088613            2.148778            2.231053            2.231053            2.486258            2.486258            2.486258            2.518931            2.819669            2.819669            2.853999            2.853999            2.853999            2.853999            2.853999            2.853999            3.256919            3.256919            3.659785            3.659785            3.744994            5.665922
  -0.150000                0.0       4.440892e-16       3.108624e-15           0.900000           0.900000           0.900000           1.067687           1.067687           1.067687            1.067687            1.067687            1.067687            1.244313            1.244313            1.469554            1.469554            1.469554            1.826370            1.826370            1.826370            1.826370            1.826370            1.826370            2.087071            2.146983            2.229065            2.229065            2.481438            2.481438            2.481438            2.515870            2.823637            2.823637            2.856934            2.856934            2.856934            2.856934            2.856934            2.856934            3.251922            3.251922            3.662819            3.662819            3.747887            5.669425
